,eprint_status,status_changed,abstract,subjects,title,official_url,metadata_visibility,volume,rev_number,eprintid,date_type,lastmod,userid,datestamp,pagerange,documents,publisher,number,ispublished,refereed,full_text_status,uri,type,divisions,issn,creators,publication,id_number,date,dir,contributors,related_url,referencetext,keywords,contact_email,patent_applicant,corp_creators,event_type,event_dates,event_location,event_title,pres_type,succeeds
52,archive,2020-03-06 03:46:33,"Untuk memenuhi komptensi di bidang jaringan komputer materi pembelajaran tidak cukup diberikan dengan teori dikelas, akan tetapi harus didukung dengan praktikum di laboratorium. Praktikum bertujuan untuk membuktikan teori yang sudah dipelajari oleh di kelas. Untuk menunjang praktikum di laboratorium diperlukan penyediaan perangkat keras seperti sejumlah komputer, komponen-komponen pembangun jaringan komputer. Pada saat melakukan praktikum di laboratorium, seorang guru akan menjelaskan berbagai fungsi perangkat keras serta cara kerjanya dan mempraktekkannya dengan menggunakan peralatan secara fisik. Karena terbatasnya ruang laboratorium dan mahalnya perangkat tersebut, merupakan permasalahan tersendiri yang ada saat ini. Pihak laboratorium sekolah SMK TKJ dituntut aktif untuk mengembangkan model praktikum yang dapat menjadi solusi dari keterbatasan-keterbatasan ketersediaan peralatan sarana praktikum.Untuk mengatasi permasalahan tersebut yaitu dengan membangun Laboratorium Virtual yang dibangun menggunakan teknologi virtualisasi yaitu simulator GNS3. GNS3 memungkinkan simulasi jaringan yang komplek, karena menggunakan operating sistem asli dari perangkat jaringan seperti mikrotik, cisco dan juniper. Sehingga seperti berada kondisi lebih nyata dalam mengkonfigurasi router langsung.Media laboratorium virtual ini diharapkan dalam proses praktikum lebih lebih menarik dan interaktif, mempersingkat waktu pembelajaran, dapat meningkatkan kualitas hasil belajar, menumbuhkan sikap positif guru dan siswa selama proses belajar yang dilakukan; serta dapat merubah peran tenaga pendidik ke arah yang lebih positif.",['QA75'],"Pelatihan Jaringan Komputer Berbasis Virtual Laboratorium
Menggunakan GNS3 di SMK PGRI 2 Kedondong",,show,,7,18402,published,2020-03-06 03:46:33,2425,2020-03-06 03:46:33,,"[{'eprintid': 18402, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 31551, 'main': '24.-Muhammad-Iqbal-Pelatihan-Jaringan-Komputer-Berbasis-Virtual-Laboratorium-Menggunakan-GNS3-di-SMK-PGRI-2-Kedondong.pdf', 'files': [{'hash': '86be0f8dc9d5a3e1600899c4cb57c59e', 'filename': '24.-Muhammad-Iqbal-Pelatihan-Jaringan-Komputer-Berbasis-Virtual-Laboratorium-Menggunakan-GNS3-di-SMK-PGRI-2-Kedondong.pdf', 'hash_type': 'MD5', 'mtime': '2020-03-05 10:32:59', 'mime_type': 'application/pdf', 'fileid': 154789, 'filesize': 366522, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/154789', 'objectid': 31551}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31551'}]",,,pub,FALSE,public,http://repository.lppm.unila.ac.id/id/eprint/18402,conference_item,['FMIPA3'],,"[{'id': 'muhammad.iqbal@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Iqbal', 'given': 'Muhammad'}}, {'id': 'rizky.prabowo@fmipa.unila.ac.id', 'name': {'family': 'Prabowo', 'honourific': None, 'lineage': None, 'given': 'Rizky'}}, {'id': None, 'name': {'family': 'BN', 'honourific': None, 'lineage': None, 'given': 'Muhammad Bella'}}]",,,2019-12-01 00:00:00.000000000,disk0/00/01/84/02,,,,,,,,conference,,Lampung,SEMNAS FEB 2019,paper,
53,archive,2020-05-19 13:57:36,"Untuk memenuhi komptensi di bidang jaringan komputer materi pembelajaran tidakcukup diberikan dengan teori dikelas, akan tetapi harus didukung dengan praktikum dilaboratorium. Praktikum bertujuan untuk membuktikan teori yang sudah dipelajari oleh dikelas. Untuk menunjang praktikum di laboratorium diperlukan penyediaan perangkat kerasseperti sejumlah komputer, komponen-komponen pembangun jaringan komputer. Pada saatmelakukan praktikum di laboratorium, seorang guru akan menjelaskan berbagai fungsiperangkat keras serta cara kerjanya dan mempraktekkannya dengan menggunakan peralatansecara fisik. Karena terbatasnya ruang laboratorium dan mahalnya perangkat tersebut,merupakan permasalahan tersendiri yang ada saat ini. Pihak laboratorium sekolah SMK TKJdituntut aktif untuk mengembangkan model praktikum yang dapat menjadi solusi dariketerbatasan-keterbatasan ketersediaan peralatan sarana praktikum.Untuk mengatasi permasalahan tersebut yaitu dengan membangun Laboratorium Virtualyang dibangun menggunakan teknologi virtualisasi yaitu simulator GNS3. GNS3memungkinkan simulasi jaringan yang komplek, karena menggunakan operating sistem aslidari perangkat jaringan seperti mikrotik, cisco dan juniper. Sehingga seperti berada kondisilebih nyata dalam mengkonfigurasi router langsung.Media laboratorium virtual ini diharapkan dalam proses praktikum lebih lebih menarikdan interaktif, mempersingkat waktu pembelajaran, dapat meningkatkan kualitas hasil belajar,menumbuhkan sikap positif guru dan siswa selama proses belajar yang dilakukan; serta dapatmerubah peran tenaga pendidik ke arah yang lebih positif.",['QA76'],"Pelatihan Jaringan Komputer Berbasis Virtual Laboratorium
Menggunakan GNS3 di SMK PGRI 2 Kedondong",http://feb.unila.ac.id/id/semnasfeb/,show,,6,20120,published,2020-05-19 13:57:36,2425,2020-05-19 13:57:36,153-161,"[{'security': 'public', 'placement': 1, 'eprintid': 20120, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 33459, 'uri': 'http://repository.lppm.unila.ac.id/id/file/189957', 'fileid': 189957, 'mime_type': 'application/pdf', 'mtime': '2020-05-19 07:18:37', 'hash_type': 'MD5', 'filename': 'muhammad iqbal.pdf', 'hash': 'c718e28fb432029bc27f665f992d1a32', 'datasetid': 'document', 'filesize': 939352}], 'docid': 33459, 'main': 'muhammad iqbal.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33459', 'format': 'text', 'pos': 1}]",Fakultas Ekonomi dan Bisnis,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/20120,article,['FMIPA3'],978-623-92193-0-7,"[{'id': 'm.iqbal@fmipa.unila.ac.id', 'name': {'given': 'Muhammad', 'lineage': None, 'honourific': None, 'family': 'Iqbal'}}, {'id': 'rizky.prabowo@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Prabowo', 'honourific': None, 'given': 'Rizky'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'BN', 'given': 'Muhammad Bella'}, 'id': 'bella.BN@gmail.com'}]",Prosiding Pengabdian Kepada Masyarakat,,2019-11-01 00:00:00.000000000,disk0/00/02/01/20,,,,,,,,,,,,,
54,archive,2019-11-08 10:21:58,,['QA76'],Sistem Informasi Pemetaan UMKM Berbasis Web,https://e-hakcipta.dgip.go.id/index.php/c?code=VUQfLWJ9TX31Ko%2B6%2FvYqAuvr2u7vdUivMuVvn%2F%2F4hC0%3D,show,,8,15980,published,2019-11-08 10:21:58,193,2019-11-08 10:21:58,,"[{'files': [{'objectid': 29071, 'uri': 'http://repository.lppm.unila.ac.id/id/file/137006', 'datasetid': 'document', 'filesize': 771161, 'fileid': 137006, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-11-08 08:05:29', 'filename': 'Sertifikat_EC00201970426_000153540.pdf', 'hash': 'f9b92b400d701379d99d6e39e88c16a7'}], 'docid': 29071, 'main': 'Sertifikat_EC00201970426_000153540.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29071', 'rev_number': 2, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 15980, 'language': 'en', 'mime_type': 'application/pdf'}]",,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/15980,patent,['FMIPA3'],,"[{'id': '.', 'name': {'lineage': None, 'honourific': None, 'family': 'Irawati', 'given': 'Anie Rose'}}, {'name': {'given': 'Didik', 'family': 'Kurniawan', 'honourific': None, 'lineage': None}, 'id': 'didikunila@gmail.com'}, {'name': {'given': 'Admi', 'honourific': None, 'family': 'Syarif', 'lineage': None}, 'id': 'admi_syarif@yahoo.com'}]",,153540,2019-09-09 00:00:00.000000000,disk0/00/01/59/80,,,,,,Program Komputer,,,,,,,
55,archive,2019-11-14 10:18:37,,"['QA75', 'QA76']",Implementasi Pengujian Theorema Bayes Pada Studi Kasus Pemilihan Smartphone Android,http://jurnal.fmipa.unila.ac.id/komputasi/index,show,6.0,7,16272,published,2019-11-14 10:18:37,193,2019-11-14 10:18:37,11-14,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 16272, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29382', 'docid': 29382, 'main': '1744-3870-1-PB.pdf', 'files': [{'objectid': 29382, 'uri': 'http://repository.lppm.unila.ac.id/id/file/139107', 'mime_type': 'application/pdf', 'fileid': 139107, 'hash': '0446c26e8016dd602cc16be5cd0ab179', 'filename': '1744-3870-1-PB.pdf', 'mtime': '2019-11-13 08:02:00', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 308477}]}]",FMIPA Unila,2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/16272,article,['FMIPA3'],p-ISSN 2541-0296 | e-ISSN 2541-0350,"[{'id': 'didikunila@gmail.com', 'name': {'lineage': None, 'family': 'Kurniawan', 'honourific': None, 'given': 'Didik'}}, {'name': {'given': 'Febi Eka', 'lineage': None, 'family': 'Febriansyah', 'honourific': None}, 'id': 'febi.febriansyah@fmipa.unila.ac.id'}, {'id': None, 'name': {'given': 'Amidya', 'lineage': None, 'honourific': None, 'family': 'Afiizka'}}]",Jurnal Komputasi,,2019-04-01 00:00:00.000000000,disk0/00/01/62/72,,,,,,,,,,,,,
56,archive,2019-11-04 02:56:43,"One of the common and important post-translational modification (PTM) types is phosphorylation. Protein phosphorylation is used to regulate various enzyme and receptor activations which include signal pathways. There have been many significant studies conducted to predict phosphorylation sites using various machine learning methods. Recently, several researchers claimed deep learning based methods as the best methods for phosphorylation sited prediction. However, the performance of these methods were backed up with the massive training data used in the researches. In this paper, we study the performance of simple deep neural network on the limited data generally used prior to deep learning employment. The result shows that a deep neural network can still achieve comparable performance in the limited data settings.",['QA75'],An Evaluation of Deep Neural Network Performance on Limited Protein Phosphorylation Site Prediction Data,https://www.sciencedirect.com/science/article/pii/S1877050919310555,show,157.0,11,14633,published,2019-11-04 02:56:43,99,2019-11-04 02:56:43,25-30,"[{'placement': 2, 'security': 'public', 'eprintid': 14633, 'content': 'published', 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 312929, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-10-27 07:54:43', 'filename': '1-s2.0-S1877050919310555-main.pdf', 'hash': 'b45a1fb9ba4fb9bc21ce0a4578de712a', 'fileid': 126747, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/126747', 'objectid': 27731}], 'main': '1-s2.0-S1877050919310555-main.pdf', 'docid': 27731, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27731', 'rev_number': 2, 'pos': 2, 'format': 'text'}]",Elsevier,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/14633,article,['FMIPA3'],1877-0509,"[{'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Lumbanraja', 'honourific': None, 'given': 'Favorisen R'}}, {'id': None, 'name': {'given': 'Bharuno', 'family': 'Mahesworo', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'honourific': None, 'family': 'Cenggoro', 'lineage': None, 'given': 'Tjeng Wawan'}}, {'id': None, 'name': {'given': 'Arif', 'honourific': None, 'family': 'Budiarto', 'lineage': None}}, {'name': {'given': 'Bens', 'honourific': None, 'family': 'Pardanean', 'lineage': None}, 'id': None}]",Procedia Computer Science,https://doi.org/10.1016/j.procs.2019.08.137,1970-01-01 00:00:00.000002019,disk0/00/01/46/33,,,,,,,,,,,,,
57,archive,2019-11-14 11:04:49,"adat merupakan salah satu representasi kebudayaan yang paling tinggi dalam sebuah komunitas suku atau masyarakat. Rumah adat Indonesia terdiri atas beraneka ragam ciri khas dari tiap-tiap daerah. Kuatnya arus budaya asing yang masuk ke Indonesia bahkan memberikan ancaman terhadap upaya pengembangan dan pelestarian adat serta budaya lokal. Teknologi Augmented Reality (AR) merupakan pendekatan yang cukup menantang untuk menambahkan dimensi baru pada bidang seni dan konservasi budaya. AR secara umum adalah teknologi yang menggabungkan citra nyata dan citra visual, interaktif secara real time, dan menunjukan citra visual dengan dunia nyata. Dalam penelitian ini, marker-based AR diimplementasikan menggunakan metode Tangible User Interface (TUI) untuk memvisualisasikan 34 rumah adat indonesia. TUI merupakan suatu antarmuka yang memungkinkan seseorang dapat berinteraksi dengan suatu informasi digital lewat lingkungan fisik. Aplikasi ini berbasis Android dan dikembangkan menggunakan metode
pengembangan sistem extreme programming (XP). Tahapan dalam XP yaitu planning, design, coding, dan testing. Aplikasi ini dikembangkan menggunakan Unity3D dengan SDK Vuforia sedangkan rumah adat dalam aplikasi ini dibangun menggunakan SketchUP 2018. Hasil pengujian menggunakan blackbox testing adalah valid untuk setiap skenario uji sehingga mengindikasikan bahwa aplikasi dapat berjalan
sesuai fungsinya. Pengujian menggunakan user acceptance testing juga dilakukan dengan melibatkan 30 responden dan menunjukkan bahwa 60% responden memilih sangat setuju, dan 40% responden memilih setuju terhadap pernyataan aplikasi dapat direkomendasikan kepada masyarakat Indonesia.",['QA75'],PENGENALAN RUMAH ADAT TRADISIONAL INDONESIA MENGGUNAKAN AUGMENTED REALITY,http://snsmiap.fmipa.unila.ac.id/2019/,show,,8,16176,submitted,2019-11-14 11:04:49,99,2019-11-14 11:04:49,,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29278', 'rev_number': 1, 'docid': 29278, 'main': 'makalah nurrahma.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 138431, 'filename': 'makalah nurrahma.pdf', 'hash': '1937460c8555ba6bde0e4ceeaaf7d9d3', 'mtime': '2019-11-12 15:25:01', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1629197, 'objectid': 29278, 'uri': 'http://repository.lppm.unila.ac.id/id/file/138431'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 16176, 'security': 'public', 'placement': 1}]",,,submitted,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/16176,conference_item,['FMIPA3'],,"[{'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Lumbanraja', 'lineage': None, 'given': 'Favorisen R'}}, {'name': {'given': 'N', 'lineage': None, 'family': 'Nurrahma', 'honourific': None}, 'id': 'rahma.rara06@gmail.com'}, {'id': 'yunda.heningtyas89@gmail.com', 'name': {'honourific': None, 'family': 'Heningtyas', 'lineage': None, 'given': 'Yunda'}}, {'name': {'given': 'Rico', 'family': 'Andrian', 'honourific': None, 'lineage': None}, 'id': 'rico.andrian@fmipa.unila.ac.id'}]",,,1970-01-01 00:00:00.000002019,disk0/00/01/61/76,,,,,,,,conference,24 Oktober 2019,Bandar Lampung,"Seminar Nasional Sains, Matematika, Informatika dan Aplikasinya (SNSMIAP 2019)",paper,
58,archive,2020-06-05 03:30:39,"Dengue fever is a one of the dangerous diseases and very often causes casualties every year, especially in the tropics or subtropics countries. Dengue fever cases increase during the rainy season, many factors affect the spread of dengue fever, such as vegetation, population and landfills. The aim of this research is to predict the number of cases of Dengue fever using support vector machine. The data used are dengue data in Bandar Lampung City, weather data, population data and distance matrix data between dengue fever events with each other. The amount of data used is 1,080 data with 3 kernels: linear, gaussian and polynomial. In this study four experiments were carried out, the first two experiments were carried out without Feature Selection and the next two experiments were carried out with Feature Selection. After the experiment was found The best performance in the experiment with Feature Selection with 44 Variables.
From the experiments conducted, Gaussian kernel achieved the highest R2 value which is 75.52%, while the Linear kernel and Polynomial Kernel achieved R2 value of 74.61% and 75.15%, respectively.",['QA75'],IMPLEMENTASI METODE SUPPORT VECTOR MACHINE DALAM PREDIKSI PERSEBARAN DEMAM BERDARAH DI KOTA BANDAR LAMPUNG,,show,7.0,9,21943,published,2020-06-05 03:30:39,99,2020-06-05 03:30:39,63-73,"[{'files': [{'objectid': 35357, 'uri': 'http://repository.lppm.unila.ac.id/id/file/202591', 'datasetid': 'document', 'filesize': 439715, 'fileid': 202591, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-06-05 03:09:25', 'filename': '2426-5600-1-PB.pdf', 'hash': 'c7c45f3d34d3c7441bd9082d1a1a4e73'}], 'docid': 35357, 'main': '2426-5600-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35357', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 21943, 'language': 'en', 'mime_type': 'application/pdf'}]",Jurusan Ilmu Komputer Universitas Lampung,2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/21943,article,['FMIPA3'],2541-0350,"[{'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'given': 'Favorisen R', 'lineage': None, 'honourific': None, 'family': 'Lumbanraja'}}, {'id': None, 'name': {'lineage': None, 'family': 'Sani', 'honourific': None, 'given': 'RM Sulaiman'}}, {'id': 'didikunila@gmail.com', 'name': {'lineage': None, 'family': 'Kurniawan', 'honourific': None, 'given': 'Didik'}}, {'id': '.', 'name': {'honourific': None, 'family': 'Irawati', 'lineage': None, 'given': 'Anie Rose'}}]",Jurnal Komputasi,,1970-01-01 00:00:00.000002019,disk0/00/02/19/43,,,,,,,,,,,,,
59,archive,2019-11-14 10:52:40,"Modifikasi pasca-translasi (PTM) adalah mekanisme penting yang terlibat dalam pengaturan fungsi protein yang terdiri dari berbagai macam seperti, fosforilasi, glikosilasi, ubiquitinasi, metilasi, asetilasi, dan lipidasi. Salah satu modifikasi pasca-translasi yang paling umum adalah modifikasi pasca-translasi asetilasi yang terjadi pada protein lisin. Asetilasi pada protein lisin adalah modifikasi besar pasca-translasi yang memainkan peran penting dalam berbagai proses biologis penting, seperti ekspresi gen, metabolisme. Support Vector Machine (SVM) adalah metode machine learning yang bekerja atas prinsip Structural Risk Minimization (SRM) dengan tujuan menemukan hyperplane terbaik yang memisahkan dua buah class pada input space dan merupakan metode klasifikasi yang digunakan untuk mengolah data yang bersifat linear maupun non-linear. Oleh karena itu dilakukan penelitian ini yang bertujuan untuk mengklasifikasikan dan mendapatkan hasil prediksi dari data asetilasi pada sequence protein lisin menggunakan Support Vector Machine. Penelitian ini, menggunakan 3 kernel SVM yaitu Linear, Polynomial, dan Gaussian. Feature extraction yaitu 123 variabel yang terdiri dari, CTD, Hydrophobicity, AAindex, dan APAAC. Matrix evaluasi yang digunakan untuk mengukur hasil kinerja klasifikasi yaitu Accuracy, Sensitivity, Recall, dan MCC dengan melakukan 10-Fold Cross Validation. Hasil prediksi dari 3 kernel SVM, didapatkan akurasi pada kernel Linear 82.78%, kernel Polynomial 95.68% dan kernel Gaussian 97.52%.",['QA75'],PREDIKSI ASETILASI PADA SEQUENCE PROTEIN MENGGUNAKAN SUPPORT VECTOR MACHINE,http://snsmiap.fmipa.unila.ac.id/2019/,show,,9,16175,submitted,2019-11-14 10:52:40,99,2019-11-14 10:52:40,,"[{'eprintid': 16175, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 29277, 'main': 'makalah ester.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/138422', 'objectid': 29277, 'filesize': 1392927, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-11-12 15:17:48', 'hash': 'dc7f95530b664b8bafa3aaf1693e6e1f', 'filename': 'makalah ester.pdf', 'fileid': 138422, 'mime_type': 'application/pdf'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29277', 'rev_number': 1}]",,,submitted,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/16175,conference_item,['FMIPA3'],,"[{'id': 'favorisen.lumbanraja@fmipa.unila.ac.id', 'name': {'given': 'Favorisen R', 'family': 'Lumbanraja', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Ester Debora', 'honourific': None, 'family': 'Silalahi', 'lineage': None}, 'id': 'estersilalahi97@gmail.com'}, {'id': 'didikunila@gmail.com', 'name': {'given': 'Didik', 'lineage': None, 'family': 'Kurniawan', 'honourific': None}}, {'id': 'admi_syarif@yahoo.com', 'name': {'family': 'Syarif', 'honourific': None, 'lineage': None, 'given': 'Admi'}}]",,,1970-01-01 00:00:00.000002019,disk0/00/01/61/75,,,,,,,,conference,24 Oktober 2019,Bandar Lampung,"Seminar Nasional Sains, Matematika, Informatika dan Aplikasinya (SNSMIAP 2019)",paper,
60,archive,2022-01-28 07:06:02,,['QA76'],Peer Review 2 Journal : How to Build Digital Library in University,,show,,7,38621,,2022-01-28 07:06:02,883,2022-01-28 07:06:02,,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/436927', 'objectid': 159729, 'filesize': 391792, 'datasetid': 'document', 'mtime': '2022-01-28 07:03:06', 'hash_type': 'MD5', 'hash': '7c6c4399408f8e60d77f825655dd81d1', 'filename': 'ji2-w.pdf', 'fileid': 436927, 'mime_type': 'application/pdf'}], 'docid': 159729, 'main': 'ji2-w.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159729', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 38621, 'mime_type': 'application/pdf', 'language': 'en'}]",Personal,,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/38621,other,['FMIPA3'],,"[{'name': {'lineage': None, 'family': 'Muludi', 'honourific': None, 'given': 'Kurnia'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}]",,,1970-01-01 00:00:00.000002019,disk0/00/03/86/21,,,,,,,,,,,,,
61,archive,2022-01-28 07:22:57,,['QA76'],Peer Review 2 Jurnal : Penerapan Logika Fuzzy pada Sistem Pendukung Keputusan Penentuan Kelayakan Kualitas Telur Bebek,,show,,7,38631,,2022-01-28 07:22:57,883,2022-01-28 07:22:57,,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159737', 'main': 'jn1-w.pdf', 'docid': 159737, 'files': [{'objectid': 159737, 'uri': 'http://repository.lppm.unila.ac.id/id/file/437003', 'fileid': 437003, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-28 07:16:28', 'hash': 'dfc783af577bdb77463a590aafeaf56c', 'filename': 'jn1-w.pdf', 'datasetid': 'document', 'filesize': 358299}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 38631, 'placement': 1, 'security': 'public'}]",Personal,,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/38631,other,['FMIPA3'],,"[{'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'honourific': None, 'family': 'Muludi', 'lineage': None}}]",,,1970-01-01 00:00:00.000002019,disk0/00/03/86/31,,,,,,,,,,,,,
62,archive,2022-01-28 08:33:04,,['QA76'],Peer Review 2 prosiding : Implementation of Dynamic Mutual Information and Support Vector Machine for Customer Loyalty Classification,,show,,8,38641,published,2022-01-28 08:33:04,883,2022-01-28 08:33:04,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159747', 'pos': 1, 'format': 'text', 'files': [{'objectid': 159747, 'uri': 'http://repository.lppm.unila.ac.id/id/file/437074', 'mime_type': 'application/pdf', 'fileid': 437074, 'filename': 'proc1-w.pdf', 'hash': '94e09480f3d1a5aab120644af2e799c4', 'hash_type': 'MD5', 'mtime': '2022-01-28 07:36:00', 'datasetid': 'document', 'filesize': 321711}], 'docid': 159747, 'main': 'proc1-w.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 38641}]",IOP Publishing,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/38641,other,['FMIPA3'],,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Muludi', 'given': 'Kurnia'}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}]",,,1970-01-01 00:00:00.000002019,disk0/00/03/86/41,,,,,,,,,,,,,
63,archive,2020-05-19 13:58:00,Pelaksanaan administrasi kependudukan desa telah diatur pemerintah dalam bentukBuku Administrasi Penduduk. Kegiatan pengadian kepada masyarakat ini bertujuan untukmembantu meningkatkan pelayanan administrasi kependudukan di DesaTanjung Tirto. Salahsatu upaya untuk meningkatkan pelayanan dengan menggunakan sistem administrasikependudukan desa yang telah dikembangkandi Jurusan Ilmu Komputer. Sistem ini dapatmemudahkan aparatur pemerintah desa dalam mengelola data kependudukan desa. Kegiatanpengabdian ini juga diisi dengan pelatihan penggunaan sistem oleh tim pengabdian kepadaaparatur pemerintah desa yang akan menggunakan sistem ini. Dengan adanya kegiatanpengabdian kepada masyarakat ini dapat menambah pengetahuan aparatur pemerintah desadalam pemanfaatan teknologi informasi dan komunikasi untuk pengelolaan data kependudukan,['QA76'],"Penerapan Sistem Administrasi Kependudukan Desa
Untuk Aparatur Negara Di Desa Tanjung Tirto
Kecamatan Way Bungur Kabupaten Lampung Timur",http://feb.unila.ac.id/id/semnasfeb/,show,,6,20123,published,2020-05-19 13:58:00,2425,2020-05-19 13:58:00,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/33463', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 33463, 'uri': 'http://repository.lppm.unila.ac.id/id/file/189975', 'datasetid': 'document', 'filesize': 699612, 'fileid': 189975, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-05-19 07:24:28', 'hash': 'c85ea8e7d177299ddbda1d7acd48be36', 'filename': 'kurnia muludi.pdf'}], 'main': 'kurnia muludi.pdf', 'docid': 33463, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 20123}]",Fakultas Ekonomi dan Bisnis,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/20123,article,['FMIPA3'],978-623-92193-0-7,"[{'name': {'given': 'Kurnia', 'family': 'Muludi', 'honourific': None, 'lineage': None}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Yusman', 'given': 'Machudor'}, 'id': 'machudor.yusman@fmipa.unila.ac.id'}, {'id': 'rizky.prabowo@fmipa.unila.ac.id', 'name': {'given': 'Rizky', 'lineage': None, 'honourific': None, 'family': 'Prabowo'}}, {'id': 'irwan.adipribadi@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Pribadi', 'given': 'Rd. Irwan Adi'}}]",Prosiding Pengabdian Kepada Masyarakat,,2019-11-01 00:00:00.000000000,disk0/00/02/01/23,,,,,,,,,,,,,
